center,left,right,steering,throttle,brake,velocity
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_157.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_157.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_157.jpg,0.3260124,1,0,30.18577
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_232.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_232.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_232.jpg,0.3260124,1,0,30.18633
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_305.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_305.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_305.jpg,0.3260124,1,0,30.18885
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_385.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_385.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_385.jpg,0.3260124,1,0,30.18762
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_505.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_505.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_505.jpg,0.3260124,1,0,30.18833
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_580.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_580.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_580.jpg,0.3260124,1,0,30.18777
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_709.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_709.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_709.jpg,0.3243383,1,0,30.18886
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_786.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_786.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_786.jpg,0.3051791,1,0,30.18917
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_906.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_906.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_906.jpg,0.1826504,1,0,30.19303
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_27_992.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_27_992.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_27_992.jpg,0.1403327,1,0,30.19207
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_089.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_089.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_089.jpg,0.1403327,1,0,30.1898
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_156.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_156.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_156.jpg,0.1403327,1,0,30.191
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_240.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_240.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_240.jpg,0.1403327,1,0,30.19007
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_336.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_336.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_336.jpg,0.1185427,1,0,30.19094
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_405.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_405.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_405.jpg,0.1185427,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_493.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_493.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_493.jpg,0.1177057,1,0,30.18941
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_621.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_621.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_621.jpg,0.1066645,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_712.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_712.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_712.jpg,0.1049904,1,0,30.18977
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_837.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_837.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_837.jpg,0.04695472,1,0,30.19114
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_28_928.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_28_928.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_28_928.jpg,0.0262011,1,0,30.19017
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_053.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_053.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_053.jpg,0.0262011,1,0,30.19066
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_145.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_145.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_145.jpg,0.02270674,1,0,30.19011
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_274.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_274.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_274.jpg,0.01684736,1,0,30.19007
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_361.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_361.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_361.jpg,0.0126621,1,0,30.18977
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_490.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_490.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_490.jpg,0.005965667,1,0,30.19014
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_576.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_576.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_576.jpg,0.005965667,1,0,30.1901
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_710.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_710.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_710.jpg,0.005965667,1,0,30.1902
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_792.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_792.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_792.jpg,0.005965667,1,0,30.19033
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_29_921.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_29_921.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_29_921.jpg,-0.01597045,1,0,30.18908
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_012.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_012.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_012.jpg,-0.02379624,1,0,30.19044
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_137.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_137.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_137.jpg,-0.0337213,1,0,30.18901
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_237.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_237.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_237.jpg,-0.03455836,1,0,30.1902
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_370.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_370.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_370.jpg,-0.03455836,1,0,30.19033
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_458.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_458.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_458.jpg,-0.03455836,1,0,30.1904
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_590.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_590.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_590.jpg,-0.01687394,1,0,30.19053
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_681.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_681.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_681.jpg,-0.005846089,1,0,30.19052
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_805.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_805.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_805.jpg,-0.005846089,1,0,30.19059
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_30_902.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_30_902.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_30_902.jpg,-0.005022321,1,0,30.19055
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_038.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_038.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_038.jpg,0.02957589,1,0,30.19031
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_126.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_126.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_126.jpg,0.03039966,1,0,30.19035
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_253.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_253.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_253.jpg,0.03039966,1,0,30.19041
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_345.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_345.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_345.jpg,0.03039966,1,0,30.19037
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_469.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_469.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_469.jpg,0.02705144,1,0,30.19045
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_565.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_565.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_565.jpg,0.02705144,1,0,30.19042
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_685.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_685.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_685.jpg,0.02202912,1,0,30.19042
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_785.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_785.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_785.jpg,0.01016422,1,0,30.19053
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_31_919.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_31_919.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_31_919.jpg,-0.001288797,1,0,30.19038
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_32_009.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_32_009.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_32_009.jpg,-0.005620217,1,0,30.19041
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_32_133.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_32_133.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_32_133.jpg,-0.005620217,1,0,30.19038
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_32_224.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_32_224.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_32_224.jpg,-0.005620217,1,0,30.19048
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_32_353.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_32_353.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_32_353.jpg,-0.0168075,1,0,30.19062
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_31_32_445.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_31_32_445.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_31_32_445.jpg,-0.02434099,1,0,30.19033
